,Unnamed: 0,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,Without Stopwords,With Lemmatization,Without Stopwords and With Lemmatization,Lowercase and Expanded Contraction
281,281,"Sneakin' out late, tapping on your window",11,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,sneakin late tapping window,sneakin out late tapping on your window,sneakin late tapping window,sneakin out late tapping on your window
282,282,When we are on the phone and you talk real slow,12,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,phone talk real slow,when we be on the phone and you talk real slow,phone talk real slow,when we are on the phone and you talk real slow
283,283,because it is late and your mama do not know,13,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,late mama know,because it be late and your mama do not know,late mama know,because it is late and your mama do not know
284,284,Our song is the way you laugh,14,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,song way laugh,our song be the way you laugh,song way laugh,our song is the way you laugh
285,285,"The first date: ""Man, I did not kiss her, and I should have""",15,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,first date man kiss,the first date man i do not kiss her and i should have,first date man kiss,the first date man i did not kiss her and i should have
286,286,And when I got home 'fore I said amen,16,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,got home fore said amen,and when i get home fore i say amen,get home fore say amen,and when i got home fore i said amen
287,287,Asking God if he could play it again,17,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,asking god could play,ask god if he could play it again,ask god could play,asking god if he could play it again
288,288,I was walking up the front porch steps,18,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,walking front porch steps,i be walk up the front porch step,walk front porch step,i was walking up the front porch steps
289,289,After everything that day,19,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,everything day,after everything that day,everything day,after everything that day
290,290,Had gone all wrong and been trampled on,20,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,gone wrong trampled,have go all wrong and be trample on,go wrong trample,had gone all wrong and been trampled on
291,291,And lost and thrown away,21,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,lost thrown away,and lose and throw away,lose throw away,and lost and thrown away
292,292,"Got to the hallway, well on my way",22,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,got hallway well way,get to the hallway well on my way,get hallway well way,got to the hallway well on my way
293,293,To my loving bed,23,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,loving bed,to my loving bed,loving bed,to my loving bed
294,294,I almost did not notice all the roses,24,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,almost notice roses,i almost do not notice all the rose,almost notice rose,i almost did not notice all the roses
295,295,And the note that said,25,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,note said,and the note that say,note say,and the note that said
296,296,"I have heard every album, listened to the radio",34,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,heard every album listened radio,i have hear every album listen to the radio,hear every album listen radio,i have heard every album listened to the radio
297,297,Waited for something to come along,35,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,waited something come along,wait for something to come along,wait something come along,waited for something to come along
298,298,That was as good as our song,36,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,good song,that be as good a our song,good song,that was as good as our song
299,299,because our song is the slamming screen door,37,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,song slamming screen door,because our song be the slam screen door,song slam screen door,because our song is the slamming screen door
300,300,"Sneakin' out late, tapping on his window",38,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,sneakin late tapping window,sneakin out late tapping on his window,sneakin late tapping window,sneakin out late tapping on his window
301,301,When we are on the phone and he talks real slow,39,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,phone talks real slow,when we be on the phone and he talk real slow,phone talk real slow,when we are on the phone and he talks real slow
302,302,because it is late and his mama do not know,40,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,late mama know,because it be late and his mama do not know,late mama know,because it is late and his mama do not know
303,303,Our song is the way he laughs,41,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,song way laughs,our song be the way he laugh,song way laugh,our song is the way he laughs
304,304,"The first date: ""Man, I did not kiss him, and I should have""",42,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,first date man kiss,the first date man i do not kiss him and i should have,first date man kiss,the first date man i did not kiss him and i should have
305,305,Play it again,45,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,play,play it again,play,play it again
306,306,I grabbed a pen and an old napkin,48,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,grabbed pen old napkin,i grab a pen and an old napkin,grab pen old napkin,i grabbed a pen and an old napkin
307,307,And I wrote down our song,49,Our Song,Taylor Swift,2006-10-24,201106,54,0.6679999999999999,0.111,0.672,0.0,0.329,-4.931,0.0303,0.539,89.01100000000002,wrote song,and i write down our song,write song,and i wrote down our song
308,308,Friday night beneath the stars,1,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,friday night beneath stars,friday night beneath the star,friday night beneath star,friday night beneath the stars
309,309,In a field behind your yard,2,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,field behind yard,in a field behind your yard,field behind yard,in a field behind your yard
310,310,You and I are painting pictures in the sky,3,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,painting pictures sky,you and i be paint picture in the sky,paint picture sky,you and i are painting pictures in the sky
311,311,And sometimes we do not say a thing,4,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,sometimes say thing,and sometimes we do not say a thing,sometimes say thing,and sometimes we do not say a thing
312,312,Just listen to the crickets sing,5,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,listen crickets sing,just listen to the cricket sing,listen cricket sing,just listen to the crickets sing
313,313,Everything I need is right here by my side,6,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,everything need right side,everything i need be right here by my side,everything need right side,everything i need is right here by my side
314,314,And I know everything about you,7,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,know everything,and i know everything about you,know everything,and i know everything about you
315,315,I do not want to live without you,8,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,want live without,i do not want to live without you,want live without,i do not want to live without you
316,316,I am only up when you are not down,9,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,,i be only up when you be not down,,i am only up when you are not down
317,317,do not want to fly if you are still on the ground,10,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,want fly still ground,do not want to fly if you be still on the ground,want fly still ground,do not want to fly if you are still on the ground
318,318,it is like no matter what I do,11,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,like matter,it be like no matter what i do,like matter,it is like no matter what i do
319,319,Well you drive me crazy half the time,12,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,well drive crazy half time,well you drive me crazy half the time,well drive crazy half time,well you drive me crazy half the time
320,320,The other half I am only trying to let you know that what I feel is true,13,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,half trying let know feel true,the other half i be only try to let you know that what i feel be true,half try let know feel true,the other half i am only trying to let you know that what i feel is true
321,321,And I am only me when I am with you,14,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,,and i be only me when i be with you,,and i am only me when i am with you
322,322,Just a small town boy and girl,15,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,small town boy girl,just a small town boy and girl,small town boy girl,just a small town boy and girl
323,323,Living in a crazy world,16,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,living crazy world,living in a crazy world,living crazy world,living in a crazy world
324,324,Trying to figure out what is and is not true,17,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,trying figure true,try to figure out what be and be not true,try figure true,trying to figure out what is and is not true
325,325,And I do not try to hide my tears,18,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,try hide tears,and i do not try to hide my tear,try hide tear,and i do not try to hide my tears
326,326,The secrets or my deepest fears,19,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,secrets deepest fears,the secret or my deep fear,secret deep fear,the secrets or my deepest fears
327,327,Through it all nobody gets me like you do,20,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,nobody gets like,through it all nobody get me like you do,nobody get like,through it all nobody gets me like you do
328,328,And you know everything about me,21,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,know everything,and you know everything about me,know everything,and you know everything about me
329,329,You say that you cannot live without me,22,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,say cannot live without,you say that you cannot live without me,say cannot live without,you say that you cannot live without me
330,330,When I am with anybody else it is so hard to be myself,29,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,anybody else hard,when i be with anybody else it be so hard to be myself,anybody else hard,when i am with anybody else it is so hard to be myself
331,331,Only you can tell,30,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,tell,only you can tell,tell,only you can tell
332,332,That I am only up when you are not down,31,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,,that i be only up when you be not down,,that i am only up when you are not down
333,333,And I am only me,36,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,213053,50,0.563,0.004520000000000001,0.934,0.000807,0.103,-3.629,0.0646,0.518,143.964,,and i be only me,,and i am only me
