,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
2132,Take me home,37,Style,1989 (Deluxe),2014-01-01,231000,75,0.588,0.00245,0.7909999999999999,0.0025800000000000003,0.11800000000000001,-5.595,0.0402,0.48700000000000004,94.93299999999999
2133,Just take me home,38,Style,1989 (Deluxe),2014-01-01,231000,75,0.588,0.00245,0.7909999999999999,0.0025800000000000003,0.11800000000000001,-5.595,0.0402,0.48700000000000004,94.93299999999999
2134,"Yeah, just take me home",39,Style,1989 (Deluxe),2014-01-01,231000,75,0.588,0.00245,0.7909999999999999,0.0025800000000000003,0.11800000000000001,-5.595,0.0402,0.48700000000000004,94.93299999999999
2135,(Out of style),40,Style,1989 (Deluxe),2014-01-01,231000,75,0.588,0.00245,0.7909999999999999,0.0025800000000000003,0.11800000000000001,-5.595,0.0402,0.48700000000000004,94.93299999999999
2136,"Oh, you got that James Dean daydream look in your eye",41,Style,1989 (Deluxe),2014-01-01,231000,75,0.588,0.00245,0.7909999999999999,0.0025800000000000003,0.11800000000000001,-5.595,0.0402,0.48700000000000004,94.93299999999999
2137,"And when we go crashing down, we come back everytime",43,Style,1989 (Deluxe),2014-01-01,231000,75,0.588,0.00245,0.7909999999999999,0.0025800000000000003,0.11800000000000001,-5.595,0.0402,0.48700000000000004,94.93299999999999
2138,Looking at it now,1,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2139,It all seems so simple,2,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2140,We were lying on your couch,3,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2141,I remember,4,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2142,You took a Polaroid of us,5,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2143,Then discovered (then discovered),6,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2144,The rest of the world was black and white,7,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2145,But we were in screaming color,8,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2146,And I remember thinking,9,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2147,Are we out of the woods yet? Are we out of the woods yet?,10,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2148,Are we out of the woods yet? Are we out of the woods?,11,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2149,Are we in the clear yet? Are we in the clear yet?,12,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2150,Are we in the clear yet? In the clear yet? Good,13,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2151,(Are we out of the woods?),18,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2152,Last December (last December),20,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2153,We were built to fall apart,21,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2154,Then fall back together (back together),22,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2155,Your necklace hanging from my neck,23,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2156,The night we couldn't quite forget,24,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2157,"When we decided, we decided",25,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2158,To move the furniture so we could dance,26,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2159,"Baby, like we stood a chance",27,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2160,"Two paper airplanes flying, flying, flying",28,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2161,Remember when you hit the brakes too soon?,39,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2162,Twenty stitches in a hospital room,40,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2163,"When you started crying, baby, I did too",41,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2164,"When the sun came up, I was looking at you",42,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2165,Remember when you couldn't take the heat?,43,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2166,I walked out and said I'm setting you free,44,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2167,But the monsters turned out to be just trees,45,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2168,"When the sun came up, you were looking at me",46,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2169,"You were looking at me, ooh",47,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2170,You were looking at me,48,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2171,(Are we out of the woods yet? Are we out of the woods yet?),49,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2172,(Are we out of the woods yet? Are we out of the woods?),50,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2173,(Are we in the clear yet? Are we in the clear yet?),52,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2174,(Are we in the clear yet? In the clear yet? Good),53,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2175,"Oh, I remember!",54,Out Of The Woods,1989 (Deluxe),2014-01-01,235800,67,0.5529999999999999,0.000743,0.841,1.1900000000000001e-05,0.341,-6.937,0.0396,0.33799999999999997,92.008
2176,People like you always want back,1,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2177,The love they gave away,2,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2178,And people like me wanna believe you,3,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2179,When you say you've changed,4,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2180,The more I think about it now,5,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2181,The less I know,6,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2182,All I know is that you drove us,7,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2183,Off the road,8,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2184,(Stay!) Hey,9,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2185,All you had to do was stay,10,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2186,Had me in the palm of your hand,11,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2187,Then why'd you have to go and lock me out when I let you in?,12,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2188,Now you say you want it back,14,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2189,Now that it's just too late,15,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2190,"Well, could've been easy",16,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2191,All you had to do was (stay!),17,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2192,Here you are now calling me up,22,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2193,But I don't know what to say,23,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2194,I've been picking up the pieces,24,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2195,Of the mess you made,25,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2196,The love they pushed aside,27,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2197,But people like me are gone forever,28,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2198,When you say goodbye,29,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2199,All you had to do was (stay! stay! stay! stay! stay!),41,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2200,Let me remind you,42,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2201,This was what you wanted (Oh! Oh! Oh-oh-oh!),43,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2202,You ended it,44,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2203,You were all I wanted (Oh! Oh! Oh-oh-oh!),45,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2204,But not like this,46,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2205,Not like this... not like this...,47,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2206,Oh! All you had to do was!,48,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2207,Then why'd you want to go and lock me out when I let you in?,52,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2208,All you had to do was,57,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2209,Now that it's just too late (all you had to do was stay),64,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2210,All you had to do was (stay!) (ahh-ooh),67,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2211,All you had to do was (stay!) (Oo-oo-whoa),69,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,193293,58,0.605,0.00201,0.725,2.02e-05,0.10099999999999999,-5.729,0.0323,0.539,96.97
2212,I stay out too late,1,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2213,Got nothing in my brain,2,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2214,"That's what people say, mmm, mmm",3,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2215,I go on too many dates,5,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2216,But I can't make them stay,6,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2217,"At least that's what people say, mmm, mmm",7,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2218,But I keep cruisin',9,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2219,"Can't stop, won't stop movin'",10,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2220,It's like I got this music in my mind,11,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2221,Saying it's gonna be alright,12,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2222,"'Cause the players gonna play, play, play, play, play",13,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2223,"And the haters gonna hate, hate, hate, hate, hate",14,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2224,"Baby, I'm just gonna shake, shake, shake, shake, shake",15,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2225,"I shake it off,  I shake it off",16,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2226,"Heartbreakers gonna break, break, break, break, break",17,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2227,"And the fakers gonna fake, fake, fake, fake, fake",18,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2228,"I shake it off, I shake it off",20,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2229,I never miss a beat,21,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2230,I'm lightning on my feet,22,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2231,"And that's what they don't see, mmm, mmm",23,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2232,"That's what they don't see, mmm, mmm",24,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2233,I'm dancing on my own (dancing on my own),25,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2234,I make the moves up as I go (moves up as I go),26,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2235,"And that's what they don't know, mmm, mmm",27,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2236,"That's what they don't know, mmm, mmm",28,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2237,"Can't stop, won't stop groovin'",30,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2238,"Shake it off, I shake it off",41,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2239,"I, I, I shake it off, I shake it off",42,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2240,"Hey, hey, hey",45,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2241,Just think while you've been getting down and out about the liars,46,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2242,"And dirty, dirty cheats of the world you could've been getting down to this sick beat",47,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2243,My ex-man brought his new girlfriend,48,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2244,"She's like, Oh my God, but I'm just gonna shake",49,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2245,And to the fella over there with the hella good hair,50,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2246,"Won't you come on over, baby, we can shake, shake, shake",51,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2247,"Yeah, oh, oh, oh, oh",52,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2248,"And the haters gonna hate, hate, hate, hate, hate (haters gonna hate)",54,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2249,"Heartbreakers gonna break, break, break, break, break (mmhm)",57,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2250,"And the fakers gonna fake, fake, fake, fake, fake (fake n' fake n' fake)",58,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2251,"I, I, I shake it off, I shake it off (yeah!)",68,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2252,"I, I, I shake it off, I shake it off (you got to)",70,Shake It Off,1989 (Deluxe),2014-01-01,219200,80,0.647,0.0647,0.8,0.0,0.33399999999999996,-5.3839999999999995,0.165,0.9420000000000001,160.078
2253,"It's 2:00 AM, in your car",1,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2254,"Windows down, you pass my street, the memories start",2,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2255,You say it's in the past,3,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2256,You drive straight ahead,4,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2257,You're thinking that I hate you now,5,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2258,Cause you still don't know what I never said,6,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2259,I wish you would come back,7,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2260,"Wish I never hung up the phone like I did, and I",8,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2261,Wish you knew that,9,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2262,"I'd never forget you as long as I live, and I",10,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2263,"Wish you were right here, right now",11,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2264,It's all good,12,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2265,I wish you would,13,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2266,"It's 2:00 AM, in my room",14,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2267,Headlights pass the window pane,15,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
2268,I think of you,16,I Wish You Would,1989 (Deluxe),2014-01-01,207440,60,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,0.513,118.035
